tweet_text,cyberbullying_type
looking at gg hashtag they were averaging abt tweetsm before lawandordersvu now m,not_cyberbullying
description a high school girl who was bullied by her classmates and schoolmates changed her physical appearance personality and her name over the summer and by the help of one guy she get revenge and make them beg read my story jiminff,age
آپکو شرم آنی چاہے۔ she is non muslim but you and all those idiots who are being accused are muslims and we all know their character i support,religion
any racists idiots who believe this please ask a muslim and go to a mosque mosques have probably one of the most strictest guidelines for the virus in the country you can not enter if you don’t fulfil their criteria,religion
feminazi blog reminds liberals today is “national day of appreciation for abortion providers”… via,gender
rip to her mentions rt this how u die food for thought shorty rt fuck obama dumb ass nigger,ethnicity
as a pakistani muslim im totally against it its illegal and dangerous but i dont understand why idiots in the comments are trying to fulfill their racist agenda by making this about race if you think this is bad have a look at white people in beaches exactly,religion
nan,age
id send that deconstructed shit back mkr,not_cyberbullying
and yet,not_cyberbullying
not all nurses and police are ex bullies and not all bullies turn out to be nurses and police however yeah seen it myself with people i know there is a pattern also two girls who bullied me in high school had dads who were police and mums who were nurses,age
im a tank warcraft selfie,other_cyberbullying
i hope you get yo ass beat dumb broad “ fuck you nigger caneloteam”,ethnicity
also you know brexit is about opening us up to the world hence proportionally less european and more muslim immigration to the uk if you hate something so much why vote for more of it and you calling other people idiots,religion
you idiot what about pelosi schumer was talking about his expansion of the muslim travel bannothing to do with coronavirus china tried to keep it a secret for a couple weeks same as we did for a month,religion
rape is note a joke gay who raped men never been a jokes,gender
school was never good for my mental health at least high school i got bullied by all the pretty girls and they always treated me like a fucking gremlin and i was constantly told that i just had to put up with it completely destroying my self confidence to what it is now,age
rt im not sexist but the women commentator on sky sports is shocking,gender
rt rt woman in atlanta who was killed by police yesterday is alexiachristian she was indeed handcuffed…,gender
rt thanks for the great talk about digital government and,other_cyberbullying
oh great more feminazi trolls i have been bored of this arguement for a while now,other_cyberbullying
rt antis will stop treating blocks as trophies as soon as feminists stop treating blocks as arguments 🐸☕ gamergate,gender
in junior high school i was probabably the most unpopular girl there my mother used to dress me in dresses past my knees hornrimmed glasses and knee socks i was harrassed and bullieddaily the other girls in my class wore age appropriate attire not me,age
ive know my life was worthless since middle school when there was a bully who would literally stab me with a plastic fork daily and not even my friends in my class would do anything to help me or stop him i think that was the trigger,age
rt im not sexist but everything seems to be about women women this women that hayi khona anikahle,gender
i was bullied in middle amp high school by older girls they called me names in the hall at lunch laughed typical mean girl stuff one met me outside of my class yelling amp punched me in the face no one knew i was in martial arts incase this happened i sent her to the hospital,age
wait felix is a black guy so is dud droog is a filthy eastern european zeyami is a disgusting tree nigger silk is black blade help,ethnicity
not again rt fuck obama dumb ass nigger,ethnicity
saw freealecmckinney after seeing some extremely brutal and even deadly school bully beatings theres a difference between carrying a gun and shooting a person in self defense for physically assaulting you and bringing a gun to school just to go and,age
sir alex ferguson’s men used to bully wenger’s physically now they bully them with the ball,other_cyberbullying
what i mean by “the good ones” is that some teachers are mentally unfit to teach kids in elementary school i got called names by teachers in middle and high school i got mean spirited nicknames by teachers and coaches they were nothing more than bullies,age
jerica i want to release anything and anyone who does not serve my highest good and well being and also release past pain trauma any blocks that are holding me back from ascending,ethnicity
nan,age
whatever it wants to be it has developed into a giant virtual high school cafeteria for adult bullies to feel relevant again and occasionally share pictures of their offspring and food while pushing pyramid schemes i deleted my accounts last year and dont plan on returning,age
my immense hatred for hiyoko is because the group of bullies that traumatized me from elementary school until highschool was literally just like her in every single way,age
donald trump is like the girl that bullied you through high school but is now asking you to support her “business”,age
fest mishkin recently kicked ass on the red bull bedroom jam stage at hevy festival roomthirteencom caught,not_cyberbullying
years of obama and clinton and now we hear from ethics lawyer are you fucking kidding me,other_cyberbullying
the hot singles can smell your fear,gender
i went to high school and i started getting bullied because i was very weird i mean freshman year i went to school in a pirate suit i just didnt care im not like the cool girls im the other girl the one thats basically a nerd but proud of that lele pons,age
rt so now thor is a women captain america is now black and iron man is now superior silver wheredidmychildhoodgo …,gender
thats what i thought at firsthavent read comics in a while soi have no reference awesome job if fake,gender
rt islamic terrorists are only practicing whats taught in islamthats the truth and the elephant in the room which ev…,religion
like first of all you bullied me in high school and secondly your hair is still dry as fuck now get out my messenger with “hey girl”,age
your crying is not about caring for humanity it is simply propagandizing your agenda,not_cyberbullying
so dont feed me your little piece of taqiyya bs,religion
stupid comment isis is sponsored by islam and they behave exactly like the terrorist prophet mohammed,religion
and for all the romney supporters calling obama a nigger hes also half white you dumb fucks,ethnicity
press release on the stupid as agenda but still no press release on how you profiled bullied and humiliated a muslim high school girl this is on national news and you’re silent nice to know that is run by nothing but spineless bigots,age
u know those times john key made jokes about gay red shirts amp prison rape amp pulled a womans ponytail as a joke,gender
rt,other_cyberbullying
hahaha he aint even worth my tweets dumb fuck dont knw the diff between nigga amp nigger,ethnicity
uh okay controlled substances are behind the counter all i see is stuff like tylenol its a small pharmacy,other_cyberbullying
oo she tryin to get slapped girl fuck you rt fuck obama dumb ass nigger,ethnicity
yeah finally,not_cyberbullying
what nazis microbrain,not_cyberbullying
u look like a girl that would have bullied me in high school and i say that with all the love and adoration in my heart i think i’m in love with u,age
dont think for one he dont think you,not_cyberbullying
yeah until i started to fight the bullies that tried it as the only half asian in a nordic school sure got suspended but it stopped eventually moved to another country into an affluent inter school where bullying was reported so kids avoided bullying,age
hahaha rape jokes and aids jokes and derogatory gay jokes are sooo funny becauseumbecausewellbecause,gender
really you have a heart how about going to the soi dissant newspaper to try to humiliate and bully we now know what you act like in school as one of the main mean girls,age
next step learning to ride a bicycle and then learning to ride a camel,religion
your a stupid fucking nigger get the fuck out of here you dont belong here or learn to speak english dumb nigger,ethnicity
did she really just tell them that in order to walk you just put one foot in front of the other,not_cyberbullying
rt video kurdish peshmerga fighters engaging isis in mosul iraq the way isis fighters run is jokes,not_cyberbullying
rt sucks to have the smile wiped off your own face huh kat she in a glass house should not throw stones mkr mkr,gender
ahahaa d i dont bully him deep in my heart the bullying means i love him d,other_cyberbullying
trump is like that one school bully that just wants to fck with you all day,age
the girl who bullied me the most in high school is now a somewhat famous yoga teacher who has a ted talk she’s still very much full of shit,age
idc if it happened in middle school or high school amp youre one of the girls that bullied me wanna be friends now bc were moms nope cant do,age
normalize blaming bullies for school shootings most of them anyway,age
union city ca – a california woman said that she was brutally beaten by two teens as she was preparing to meet with a high school principal regarding her daughter being bullied by a group of girls,age
can’t believe you would cheer for team called the “white” sox i call for imediate pressure amp change in hope that they will change their name to black sox i can’t believe you would support a team of “ white” sox you claim to support negro leagues,ethnicity
heyy amp i just saw the “truth about” e of adelaine’s mental health series it was so moving and relatable for me i had trouble my last year of high school with this one girl she bullied me because of my disability,age
so we are supposed to support this radical antiamerican christian hater how awful for the officer and his family,religion
rt over on baphomet people are giving biddix bitcoins to harass me theyve literally been wasting all day on it…,other_cyberbullying
this girl said i bullied her in high school i’ve never in my life bullied anybody i might’ve talked about a mf but i ain’t ever been a bully,age
i was bullied relentlessly by a specific clique of girls in high school amp i just found out that same group of girls posted a video of them using racist slurs on social media and they all just lost their jobs man i love the way this universe be workin sometimes ’,age
rt im not sexist but female comedians just arent funny,gender
miley just made a gayrape joke and im super pissed neither of those things are okie to joke about ever,gender
i feel like i should say something soft and encouraging like everyone else but i just want you to know if i went to school with you i would’ve fucking kicked those bullies’ asses into next week anyway you got this far and that’s proof of your endurance,age
all the fat girls that got bullied are now on high demand because social media labels them as ‘thick’,age
much effort,other_cyberbullying
we all know u want that black d fuck obama dumb ass nigger,ethnicity
has more emotional impact when its the face of a person reading it out loud,other_cyberbullying
kitchen hq is a warehouse in coburg mkr,not_cyberbullying
goonies aru shah to locate a magical cure that will save his dying father yrold sam goes to the land of decapolis with his bf’s they’re hailed as heroes returned from the past which has its benefits but then a th hero” shows up the school bully sffpit fa mg,age
id rather go to a school filled with anime stans and watch them dudebros fight each other and bully hentai weebs,age
bby u are seriously so sweet ur the first one that brought me in the fandom with open arms and ill never forget that i love youuuuu,ethnicity
i should look and see if theres anything else to add to my cv beside feminist attack machine and feminazi chubster,other_cyberbullying
rape homophobia turns on tv rape jokes straight dude pulling the i cant fuck with u im gay as a joke bunch of stereotypes turns tv off,gender
nan,religion
the girls who are becoming nurses are the ones who bullied ppl in high school,age
now if hollande and other leaders will only understand that the islam of the quran is radical islam outlaw islam,religion
warped sense of relationship dynamics from watching too much yaoi puts everything into uke and seme boxes sexually harasses gay people rape jokeskink dead libido regarding her own self can only jack off to voyeur fantasies if i were a guy i would totally be gay,gender
rt these people are seriously deluded to think they have any future in food beyond eating it mkr,not_cyberbullying
is that the girl that i bullied in high school shes smokin hot,age
fuck a nigger with a nigger dat fucks with the dumb nights brokeniggersstaybroke,ethnicity
i went to high school in the regional gay capital of australia and you better believe the school was the most homophobic unsafe place ive ever been to i was bullied relentlessly bc i said id kiss a girl for a million dollars jokes on them i kiss girls for free now,age
sharia taking injustice to new heights islam,religion
your statements are too sweeping and not backed up with facts most of what you say is apocryphal muslims dont bother me and for the most part are welcome in my ireland sadly idiots do bother meand they are everywhereand moreso some have access to keyboards,religion
niggas think rape jokes are funny until pilato gay looking niggas rape their ass,gender
get lost idiot if you can stand up for a muslim but not for a kashmiri pandit,religion
we have seen muslims beaten up in kashmir myanmar china iraq afghanistan what are you talking about have you seen any true muslim go to outer space you idiots are good for nothing even for every little task you need people from the sub continent,religion
there should be only one team team india you bloody idiot dont try to make hate sarcasm when it comes to unity of different communities you can joke on whatever the hell you wantjoke on hindus joke on muslims joke on my parents joke on bjp joke on congress but as a joke,religion
kats face i want to slap her seriously i hope they go but it doesnt look good if they pass they wont last they cant cook mkr,gender
we live in a world where losing your phone is more dramatic than losing your virginity,not_cyberbullying
but over and over again at the same time it made certain backward steps and this has been the persistence of the so called white backlash in the negro was freed from the bondage of physical slavery but at the same time the,ethnicity
anyone can be bullied i was picked on for being pale i was constantly being hit they threw gum at me and called ghoststupid shit like that a tall girl foot at least was called sasquatch and they threw milk at her to see who could get her head high school is hell,age
you throw that out there but what you failed to understand is that she is standing up for her rights and her and religion i don’t remember any christian woman saying she was going to kill any infidelsi guess i missed that at the last meeting,religion
i create a comic called curse of the eel it’s about a bullied goth girl in high school whose only friend is the eldritch eel creature she accidentally summoned it’s a coming of age horror story d comics horror friends,age
nan,not_cyberbullying
can we talk about how alex bullied george and april like a high school mean girl they should have killed him off tbh,age
lol okay ishmael lol i think you’re getting confused with the muslim religion i’m an arab does that make me a muslim lol idiots keep tonight shabbath let me see how real of a jew you are,religion
rt dont you dare put in the water works kat youre evil cuntandandre mkr,gender
this is a step down dhscs original plan was just to have everyones school bully sit over their shoulder and go huh sarcastically with every bite,age
deft not a twitter bully ppl makin me mad,other_cyberbullying
i know that muslim bigotry has driven all the christians out of palestine,religion
it makes me so happy that all the high school girls that bullied people for being fat are now fat themselves we all out here wearing the same size what u gonna make fun of us for now sis,age
the fact that girls who would have bullied me in high school for getting my hair cut short are now allowed to say queer as much as they want bc of queer eye and act like theyre allies should be illegal,age
what did he do he must have done something nothing you idiots this has been happening to ahmadis for decades the blasphemy laws are used to justify arrests all you have to be doing is acting muslim here is an explanation,religion
watching all the muslims in charlotte fight stop the division guys you’re all fucking idiots,religion
“ rt fuck obama dumb ass niggerltltltltdis bitch” wtf,ethnicity
how does milo have any good points when he denies rape culture when he bashes gay people when he makes racist jokes,gender
most of these white nationalists like hitler himself arewere leftists they support state control over our lives things like the universal basic income socialized health care radical environmentalism population control and more almost none are christian or conservative,religion
rt and you thought the brits were idiots about brexit now they are talking war with spain insert pic of putin chortling oâ¦,other_cyberbullying
good to know the girls that bullied me in high school are doing well,age
yay i went last year and had to make new friends i hate making new friends i didnt know anyone else going,other_cyberbullying
não é bullying se você for eu,not_cyberbullying
proof,not_cyberbullying
when the girl who bullied me in high school blocks me i never did anything to her still gonna pray for her tho,age
nan,not_cyberbullying
miley cyrus makes date rape joke onstage at gay,gender
gamergate isnt the cause its a symptom look at the bigger picture,other_cyberbullying
rt i wasnt going to boycot mkr but the fact the manu pete the directors amp producers have chosen to ignore blatant stra…,not_cyberbullying
hate when guys call random females “bitches”,gender
rt askhamas about the difference between your kids and their kids islam daesh atheist quran iran isis,not_cyberbullying
i wear beats headphones for phone calls p,not_cyberbullying
which god among millions muslims say qoran given by god same christians saying youre all fanatic dumb idiots tell me single purpose of vedas economically defence politically,religion
are not exactly on speaking terms,other_cyberbullying
some dumb bitch just walked into the class being a dumb rude bitch fuck you stop acting like a nigger,ethnicity
why would soldier kill innocent people and for whatmay b those kids died because of islamic terrorism which is not new theresame as in iraqampsyriastop blaming india lolppls lives doesnt bother you its about kashmir u ppl wantsends terroristsamp cry about jihadvictimcard,religion
hello what are you doing,not_cyberbullying
man i still think ab that video where that girl was like my whole high school bullied me for being homophobic and like where is that school i wanna go to that school,age
who is arguing that,gender
bring on bloody nose season im ready noseissues,not_cyberbullying
apologies for making a joke out of everything nazi rape death noose gay sex teen life school threesome boys drugs vodka scream,gender
so i missed alot of school days and events and stuff so its was probably like that girl is pointless she just is sick all the time and was bullied in jr high gym for not shaving even tho i wasnt hairy and for being flat and not wearing a bra and was considered gross,age
lmao when have i said that stop putting words in my mouth i’ve never seen this rape joke you keep bringing up and was merely referring to the jokes about his appearance and him being gay which again neither him nor i have anything against it just wasn’t his identity,gender
for futher context these are the same people that started going through my facebook friends,other_cyberbullying
“why did you and hunter friend me on facebook when all you guys did was bully me in middle school” i’m the nicest,age
big seans i dont fuck with you kids talent show fist fight via i needed a laugh from this i can see my daughter doing this in front of the school bully,age
you can just do that with twitter search unless you are looking to not block manually ez enough to write though,not_cyberbullying
you scared me at first hahahahha btw goodluck finding ur ic or make the new one,ethnicity
rt people are spending money to try to get you temporarily suspended from twitter that may be the most was…,other_cyberbullying
so innocent people die at the hands of a muslim terrorist this deranged idiot seems to think it was their fault and enough already investigate prove to us the silent majority who voted for you that you really are the law and order party,religion
rt closing arguments today in the silk road trial and are on it,other_cyberbullying
lunch is prob busy p might be able to do breakfast,other_cyberbullying
i cant believe i slept at this morning yeah im officially fucked for school,not_cyberbullying
trump said he would throw the first pitch at yankees stadium they did not invite him he’s also crying bc apparently twitter’s trending metrics bully him it’s like he’s in middle school,age
fck the testicle you were formed in you cum guzzler rt fuck obama dumb ass nigger,ethnicity
to an extentwe are not exactly overwhelmed with great optionschoices,gender
if i could bully high school meomg,age
ah yes the scenes depict violent predators who are also our only depiction of gay people in persona its portraying gay people as violent predators and also making jokes of rape and sexual harassment,gender
nan,ethnicity
another example of comments that female foss devs get on a regular basis dont like her code insult her appearance,gender
rt if kat stays we can watch her descent into meth induced insanity mkr,gender
your hatred of other cultures is wrong and if u were in america rn you would understand why we are rioting for equality something that isn’t in china you are an idiot and you should denounce the chinese gov because of hong kong and the unjust treatment of the uigher muslims,religion
abeee oyeeemc r bc tunee kabhee islamic terrorism kee khilaf kuch bola hai hv u guts to say anything no why bcz this belongs to ur ok nd how much money hv to donate for nation rd what u have done for poor people in this lockdown period gyada gyan nah,religion
love ur vids man always one of the first to watch them pswould like some gfuel,ethnicity
christian woman right there,religion
great comeback manu cook some good food next time kat and andre mkr,not_cyberbullying
stfu universitystatistics a third class degree in oau is the equivalent of a st class degree anywhere else in nigeria,ethnicity
rt call me sexist or whatever youd like but i can not listen to a female calling or analyze a mens college basketball game,gender
most muslim countries ban porn no evidence and this is even false muslim or exmuslim people from all over the world say muslim men consume ridiculous amounts of porn muslims amp exmuslims say youre an idiot doesnt make it true still no evidence ur beloved porn start,religion
but the idea they want to do anything but lecture with dubious facts they dont want challenged is exposed by their blocking,gender
oh katkarma bit you in the ass mkr,gender
fuck you dumb nigger,ethnicity
sorry but jessiej on thevoiceau is being a real cunt youre not all that,gender
✨✨✨ misandry is not a word ios can autocomplete ✨✨✨,other_cyberbullying
this is indeed very fucking close,other_cyberbullying
ebay is running one of the largest data warehouses in the world tdpug,not_cyberbullying
old enough not to be fooled by religious frauds,not_cyberbullying
nan,ethnicity
can we start cancelling men who call women “females” and “bitches”,gender
rt april fools fucking dope if you aint feeling this than you have rigor mortis dummy hiphop boombap goldeneraâ¦,other_cyberbullying
berta you get cucked yet zippy alan shes very attractive but im not sure about watching her get pillaged by a well endowed black guy berta wont be too different from the first time u had sex except ur the one ashamed of what u did this time and shes the one getting off,ethnicity
magnificent,not_cyberbullying
ha its funny get it because men are raping other men thats gay get the joke rape is funny when is two men because its gay hahaha,gender
i’m pretty sure i am bc everyone who’s seen this most likely would pass on that lmaoooo and you right i am that bitch that word don’t bug me lol but only bitch made men call females a “bitch” so i mean i guess you speak for yourself,gender
do humanity a favor and jump in a hole and pull the dirt in over you,not_cyberbullying
mkr well too say im pissed off at that result would be an understatement but im confident we wont have kandre for long cant cook,not_cyberbullying
heading towards gdc in an hour i might have japanese kit kats in my purse dont mug me bro,other_cyberbullying
i am because ive verified my numbers when i was monitoring more than this,other_cyberbullying
no fing wayyou idiots voted in that damn muslim trump,religion
just go through my time line u will get to know how vocal im against islamic terrorism,religion
yeap as a little propaganda nazi for terrorists you will reject everything that disproves your lies even thought the numbers,religion
actually no they’re not a public official cannot sure for libel unless the person making the statement is knowingly making a lie it’s whey obama cannot sue all your morons for pushing birtherism or calling him a muslim it’s because you’re idiots and believe any trash,religion
i find rape jokes distasteful and i usually politely tell people not to make them but im not trying to force them to stop some rape victims make rape jokes themselves but thats theirs to joke about just like i have the right to call myself a faggot because im gay,gender
i know this is going to sound terrible but i love seeing the girls that bullied me in high school with multiple kids from dead beat bds like girl if you woulda just been nice in bio maybe this wouldn’t have happened,age
and this is why i hate that bot because its a misconfigured pos that doesnt have ebooks in its name,not_cyberbullying
as soon as a female get mad at a nigga her favorite thing to call him is a stupid bitch ive witnessed it too many times,gender
i forgot how annoying drasko is 😡🔫mkr mkr,not_cyberbullying
freedom needs everyone thank you so much for the fav feminazi psychology humour cdnpoli tlot,gender
there are muslims living in the uk and believe it or not nigel they are uk citizens and do also shop at tesco it’s xenophobic idiots like you that are the problem mate x,religion
how long will it take b students realize that threatening toor removing a face mask can be used as a weapon to bully other students a weapon against other students in a fight a weapon to threaten personal harm school staff thoughts covidー nyc,age
my favourite episode is the zeppo xander feels neglected by the scoobyganghe ends up getting a date with an attractive girl gets kidnapped by a gang of zombies becomes an accessory to arsonlooting has sex with faith confronts his bully and stops a school bombing,age
rt mkr france vs ireland vs paleo petelets rumble,not_cyberbullying
steves fans always be making the rape jokes “ gay puppet raping barbie white dolls”,gender
nan,religion
i see a lot of jokes fan fics and fan art i find objectionable from depictions of rape to erasure of gay characters it fucking sucks yes but the accurate response when this is not part of a larger media effect is to unfollow or block the creator and move on,gender
fuck you you dumb bitch its you niggers that are racist quit breaking the law and you might live longer,ethnicity
ps especially the conservative christians i’m mean holy shit what christian woman in her right mind would vote for this what woman in general,religion
im colored and totally disagree wz u you must be a racist against whites for sure racism is in both way remember that,ethnicity
the definition of con is negros who choose white approval over black advancement so and who else gotta be called to the congregation,ethnicity
source,not_cyberbullying
again you have already typed out your ignorance anyone who understands economics can scroll up amp see you prove it thanks,gender
lgbtiq proven rape joke cultured led by rainbow alp community fascistic politics all to see gay filth maggot bully alp greens same filth cultcha election like no other party implosion lucky homosexuals hate metoo hypocrite lgbtiq politics,gender
proof mohammed was a pedophile,religion
i the sims but the community is so fucking annoying ea fix ur game these bugs make it unplayable i want a farming pack ok first of all those bugs are probably one of the mods you have thats been outdated since last yr and ur trying to run the game on a chromebook so,ethnicity
its gonna a girls round on mkr this week but idc bcuz its time for revenge amp lr sleepyhollow amp elementary 💋💬😋✨👯🍳📺⚠️,other_cyberbullying
lmao aww yh thats true rach e does bt im always bullying him so i fort id start bein nice ha,other_cyberbullying
rt people are too damn sensitive lol,gender
saw a girl who bullied me in high school while shopping and she said “you look so good you lost weight way better than in high school” and so i said “thanks i almost died and now i am having trouble recovering” and it was the biggest power move,age
if i suspect my kids is being bulliedi will take a day off workpark outside the school to watch for my damn self so i know who ass to kick,not_cyberbullying
my high school bully became a cop and now she has a only fans and that’s kinda the growth i wanna see,age
no that joke was not gay the test you just took did not rape you and someone who asked a silly question is not retarded,gender
when the girl y’all bullied in high school gets her changes reverted smh,age
like all such writers they blab on endlessly as experts without ever having read the quran or hadiths,religion
salahuddin was a kurd and decent general just fighting for a bad cause,not_cyberbullying
he started off talking about hating his mom and killing his wife and making gay and rape jokes we not into any of that his beat selection is ass we not into any of that lately the music has often been cringe aint nobody but stans into that,gender
anyone that is getting harassed is welcome to come to me for help its all anonymous,other_cyberbullying
neguinho passa a aula inteira fazendo pergunta pro professor ai dps sofre de bullying e acha ruim,not_cyberbullying
might just tell his ass happy birthday,not_cyberbullying
i need to know who gave it bad reviews,other_cyberbullying
thank u gay jinnah this could be us ur ancestors gone with all radical islamic terrorism and this is the outcome balochistan will be freed soon like bangla keep dreaming and cry on twitter bangla gdp is better than porkistan gdp balochistan gdp is highest beta,religion
she can get ran over too rt bitch get shot rt fuck obama dumb ass nigger,ethnicity
how about the ones in niger or the poor black lives dont matter to guy who knew what he was signing up for disgusting,ethnicity
so i see channel have found another way to drag mkr out for an extra few months this year,not_cyberbullying
wowww the girl who bullied me in high school really think theres nothing between us and we have good relationship,age
hmm okay,not_cyberbullying
muslim hatred will stop once they stop hating us dig a hole and hibernate till isis finds you and beheads you useful fuckin idiot for non hindus,religion
there is nothing in the quran about forbidding child marriages and mohammed married ashia at the age of,religion
we should take the stop the bullying change it to quit being a dick fb,not_cyberbullying
shoutout to the girl that bullied me in high school saying bisexuality doesnt exist you have to choose one dont be a whore bivisibilityday,age
nan,other_cyberbullying
twitter on school computers,not_cyberbullying
no you have proven your ignorance here to anyone who isnt as dumb as you its there for all to see but you dont know it,gender
photoset ianthebobo are you dumb yup they some niggers all right because they are ignorant as fuck,ethnicity
so iranian general soliemani has a to manpower advantage in tikrit but is still having trouble getting the job done what genius,not_cyberbullying
binabaon ko yan nung hs sarap kasi and inuubos mo nga baon ko eh bully ka kasi,not_cyberbullying
lynn and tony being so strategic and gave a i think ill give them a mkr,not_cyberbullying
there are so many ugly grown ass niggers on my tl talking shit and mocking that big black girl and it’s disgusting very very small penis energy,ethnicity
ppl who use gay as an insult and think rape is a joke why the fuck,gender
teanna trump probably cleaner than most of these twitter hoes but,gender
st eritreanamerican schools bill barr on truth vs lies you are going to have a great public service career sir keep standing up to bullies like bill barr,age
long ago i asked some white gay men on our lunch break advice on where they thought the safest city for me to relocate and live would be they said to me west hollywood girlfriend no one wants to rape you there this is not a joke they meant it and it makes perfect sense,gender
sorry i dont converse with people that talk to me while hashtagging hate groups kindly go fuck yourself,other_cyberbullying
se eu confessar que tô começando a gostar de fonk algm vai fazer bullying,not_cyberbullying
i dont usually like pointing out individual names unless theyve gone above and beyond in attempts to hurt people,other_cyberbullying
people here think that blm movement is west communism and its against christians and traditional family cuz only lgbtq peeps goes there sorry my brains are malfunctioning what right if youre a good christian woman you cant speak just poop kids out of your vagina cool,religion
this is the end might be for you if stoner jokes penis humor gay jokes male amp female rape references failing bechdel test your thing,gender
so sleepy good night chemistry,not_cyberbullying
rt what kat and andre are doing is called bullying i hope theyre proud of themselves mkr,not_cyberbullying
same last year there was a new story of a girl being bullied at livingstone high with the same surname all i wondered was why the bullies didnt recognize the name and leave her tf alone,age
rt what lenovosuperfish have done is wrong they have violated norms and practices and to technologists professional e…,other_cyberbullying
bitch dont get a attitude with me because you dumb as fuck nigger,ethnicity
thankssss joey,not_cyberbullying
and it doesnt matter what the torah says since jews have separation of church and state and live by secular laws,not_cyberbullying
a retard joke a gay joke and a rape joke walk into a bar most offensive part of this joke is the bar threearewordstheotherispoison,gender
wait what,not_cyberbullying
that was incoherent try again,not_cyberbullying
the myth of moderate islamic rebels they are all fanatics and islam must be outlawed,religion
you suggestion that we must be a muslim is priority but in already created division here the bill points will act as a match stick now you will see kafir kafir trends on social media and then shia comming out all this mess is when state behaves as an idiot,religion
you spoke of some akshay and all the replies are speaking of muslims why does talking about one hindu trigger idiots to equate and generalise this one hindu to all muslims peak inferiority complex,religion
video miley cyrus makes date rape joke at gay nightclub video miley cyrus makes d,gender
of course well celebrate our eidaladha with much more zeal that country where muslimss life dalits life minorities life doesnt matter shameless idiots are speaking up to save goats huh हमबक़रीदमनाएंगे pictures bhi upload krenge just wait and watch you morons,religion
rt why is advertising with homophobe rush limbaugh who makes gay anal rape jokes stoprush,gender
and what about jeff ross hmmm he does tons of pedophile gay rape jokes and yet he still works on disney animated shows,gender
hahaha couldn’t be bothered with a caption but am just like why the rape joke kids meeting up with the man who thinks the government puts chemicals in the water to make frogs gay this can only get worse,gender
fuck boosie hes a dumb ass nigger just like all black people,ethnicity
what was school hockey but an excuse for bullies to hit people with sticks and any throwing game was throw things really hard at the victim or make sure they never got a chance with the ball fck pe,age
i regret moving to this school so many bullies,age
nan,other_cyberbullying
your a nigger dumb fuck,ethnicity
rt fuck obama dumb ass nigger,ethnicity
i wonder what all the bullies from elementary school doing wit they life rn,age
not legally,not_cyberbullying
do you people have any short of common sense do you understand what does intellectual discussion requires what you are saying above can be said vice versa when i see idiots like you i think whatever is happening with muslims in india and all over world is justified,religion
lol more gaters threatening to sue will you be my moon lawyer i will pay you with artisanal cheese,other_cyberbullying
ive seen the mod claim that i doxxed them but i have no idea who they even are screencap in case deleted,other_cyberbullying
if romney wouldve gotten elected there wouldnt be any twinkies left for yo fat ass be grateful rt fuck obama dumb ass nigger,ethnicity
if anyone tells u they went to high school with me and i was a mean girls bitch who did cheerleading and bullied them they are lying to you i did musical theatre i wore footsie pajamas to school in the winter and the theatre kids literally made fun of me stop lying,age
the models that supre rejected mkr,gender
rt if ð¢ the ð¢ person ð¢ you ð¢ are ð¢ with ð¢ is ð¢ nasty ð¢ to ð¢ the ð¢ waitress ð¢ the ð¢ person ð¢ you ð¢ are ð¢ with ð¢ is ð¢ a ð¢ cunt ð¢,other_cyberbullying
shameless stopkillhuman shame on u shameless princess why r u quit on islamic terrorism shame shame,religion
so funny to see that all the girls who bullied me in high school are desperately trying to be tiktok famous lol,age
sorry if i don’t have much trust towards people like you and her— you’re practically the spitting image of all the high school bullies i fucking dealt with,age
bad they dont know,other_cyberbullying
wow i uh just listened to a thing of mbmbam titled cake boss it was fucking weird i didnt expect griffin to make a prison rape joke in a weird fantasy of what a gay bachelor party is like,gender
and today many muslims are still worthless thugs that produce nothing they are either rescued by oil money or try to steal,religion
rt it costs zero dollars to not be a fucking idiot,other_cyberbullying
dont fuck with me i fucking despise kat and andre fuck off mkr,not_cyberbullying
yeah thats my only concern being a nonprofit gives us a lot of restrictions,other_cyberbullying
mkr mkr,gender
you were bullied if so i’m sorry that happened to you it happened to me too in middle school then all of a sudden that thing that happens to girls happens i made sure in high school to befriend everyone and didn’t care what people said about it,age
rt the only thing a woman should help a man build is a relationship tbh nosexist,gender
dumb ass niggers i swear shut the fuck up,ethnicity
both my desire to play video games is never stronger than after sex can finally focus on something other than sex,gender
the gop trump turn any flaw in legit arguments to fake news issues of pcthen real rape amp sick womanizing this president does gets less attention amp seriousness i didn’t complain about every gay joke i got as a kidonly the stuff worth fightin amp won marriage rights fast,gender
and you believe what china says who has over a million muslims in concentration camps and repress opposition by imprisonment and death who allowed the wuhan virus to spread globallyokay idiot,religion
until i saw prochoice feminists in comments using verbatim prolife arguments against men selfish jerk think of child,gender
fuck man stupid fat pig macoy is hogging up all of the internet fucken dumb nigger bastard four eyed fat crusty virgin titty boy,ethnicity
rt are you upset about tonights elimination result mkr,not_cyberbullying
nan,gender
it is kind of funny how much more body confident ive gotten ever since the gaters started calling me fat lt,other_cyberbullying
to be fair the police treat everyone like niggers not only black people unfortunately black people get it x worse and it is disgusting instead of defunding the police more funding is required to better train these officers so as to prevent more assholes being hired,ethnicity
nan,age
chosin semo over brown amala racism is when u select ur white clothes to wash before d colored onesay no to racismwash,ethnicity
